Binomial,ID,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
BD,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34974957.56,41460768.3,50117641.61,61178994.56,73939991.04,87116887.34,103125135.7,130070506.1,173258126,232328065.8,312188837.4,415774615.5,537029865.2,657511235.9,741856459.7,763051533.5,720769099.3,619096505.3,440641312.3,431712052.6,476939943.6,521804674.6,565267059.1,605940679.1,644634590.7,680466861.6,713361458.1,743165565.5,769934953.3,793523508.4,814246488.7,832345893.9,848131990.5,862433383.1,874599643.4,886247659.4,895979589.6,905211571.7,912202354.5,919454731.8,925800551,931754473.4,936731039.1,941673522.4,946133202.2,950740542.2,955383282.4,959939961.1,963750310.1,967745570.3,971744728,975726686.6,979446357.5,983505174.2,987030605,990173049.6,994064469.2,997280481.2,1000034866,1003331531,1006061023,1009539189,1011886127,1014247604,1016682871,1018871082,1021198606,1024239789,1027279950,1030201850,1033037493,1036080630,1039151510,1041635753,1044382680,1046629142,1048919795,1051410419,1053212201,1055509262,1057536522,1059903064,1062265373,1064418091,1068901833,1073354052,1078137545,1081013842,1086526854,1094840569,1106558928,1122976162,1144618306,1169730252,1194764424,1218757707,1245303072,1269442945,1283243926,1297161195,1298958290,1286336327,1288608242,1294865723,1309545974,1329252697,1329222623,1337976503,1350536694,1342019819,1342907258,1344809475,1340550797,1336745216,1320274329,1314853972,1311787386,1308345013,1293417795,1288469760,1285473748
BFF,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4651851.255,4636175.845,4601155.707,4571689.677,4552446.059,4526762.171,4454419.504,4413346.22,4417883.84,4390329.735,4365027.358,4342685.778,4314893.903,4288002.328,4282596.29,4256859.746,4193910.703,4296796.635,4270798.443,4257865.367,4370959.726,4340767.361,4327262.974,4242414.79,3824879.91,3729038.576,3684486.863,3650689.981,3637300.852,3617185.353,3576104.647,3595154.064,3592951.312,3579678.932,3541266.425,3521417.359,3472204.347,3442761.881,3452041.726,3457988.321,3447144.056,3429019.476,3422065.43,3404147.636,3420269.139,3376032.077,3364197.987,3349843.344,3338289.531,3322223.299,3308084.055,3308033.625,3325850.243,3338522.814,3350828.256,3292141.275,3284929.503,3297935.861,3316940.584,3333310.661,3353780.964,3344648.574,3344709.732,3362150.506,3324937.243,3339727.984,3375207.865,3373087.308,3369479.787,3360374.952,3351314.873,3380235.773,3403181.722,3392519.521,3392857.852,3374342.464,3365308.724,3363048.287,3398714.342,3421050.243,3431652.854,3422751.521,3419822.75,3409430.607,3425816.878,3437790.261,3454531.104,3452520.418,3393740.9,3334270.741,3261413.948,3236868.896,3211877.539,3205169.171,3096116.746,2888565.206,2853798.871,2847732.149,2878541.606,2904382.016,2904209.7,2909611.788,2904854.622,2885836.189,2922640.557,2956772.425,2966661.711,2962907.609,2958680.43,2953032.702,2989767.382,3032153.62,3037106.68,3019461.972,3006251.698,2996854.499,3056427.875,3093910.922,3098519.112,3093075.221,3092588.538
SPO,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9888012.118,9897507.762,9905840.45,9924734.922,9937814.768,9949603.015,9959589.066,9981804.559,9992647.861,10005633.24,10039702.13,10051244.1,10058297.26,10067794.09,10077425,10118934.64,10135534.09,10154641.67,10163398.02,10168273.05,10182738.01,10223115.99,10238125.59,10251703.81,10258050.65,10277347.38,10324445.69,10344621.36,10359625.61,10374494.03,10383657.39,10396920.32,10445596.48,10464243.71,10474328,10485884.15,10515888.46,10537194.78,10548002.69,10588844.7,10604115.8,10638540.01,10661500.75,10683087.59,10700276.02,10759122.79,10787324.97,10812219.22,10834150.43,10842936.13,10884709,10905520.73,10922935.61,10946635.99,10962659.65,10988060.43,11042214.99,11073332,11088809.78,11105307.36,11127825.95,11182156.72,11196484.72,11219015.86,11252106.53,11268629.69,11289329.51,11328418.13,11353540.91,11366372.91,11386656.99,11407060.59,11491587.4,11541901.2,11581422.36,11608432.74,11630528.66,11676240.66,11720415.21,11770095.48,11793633.96,11851737.84,11910534.32,11921530.04,11947689.1,11974816.86,12043643.35,12103420.62,12141909.39,12191964.77,12222401.22,12282981.96,12339258.52,12395788.77,12416245.15,12459433.59,12513378.58,12556407,12624270.96,12664294.57,12696406.51,12741884.36,12776746.65,12802448.58,12842084.02,12872328.24,12957976.68,12996828.54,13040196.76,13089736.38,13128257.7,13185454.09,13226700.3,13299164.2,13357778.08,13386462.04,13444350.08,13498242.64,13551885.49,13576718.06,13617352.61
COR,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10411895.75,10459226.8,10477013.84,10665445.8,10838498.28,10863250.7,10891542.29,10986959.08,11060737.37,11160005.37,11547942.85,11657616.96,11713571.59,11809982.98,11931272.76,12463459.39,12897582.06,13067035.19,13151143.29,13174188.03,13303560.44,13940951.01,14096755.66,14394075.21,14544493.74,14745956.62,15401194.28,15911438.2,16239743.19,16421663.22,16486684.15,16696320.8,17472704.4,17642769.19,18025616.44,18114042.8,18347768.46,18403862.69,18460020.64,19344744.84,19583477.76,20241167.9,20436632.15,20558383.06,20667479.07,21837735.17,22099656.77,22813777.94,22948512.99,22981256.55,23983245.49,24459936.54,25020036.44,25161496.48,25305845.1,25291196.04,26635665.11,27212257.65,27787090.88,27767173.4,27891245.08,29129594.33,29481007.62,30195067.28,30291608.71,30259096.5,30310985.41,31524776.63,32373647.53,32493912.04,32507546.14,32437803.12,33805630.8,34766778.47,34905866.4,34820343.94,34767440.87,36049409.84,37078940.85,37133115.21,37060246.74,38352411.63,39592521.72,39442145.94,39397972.97,39218285.7,40642587.81,41512048.26,41588340.41,41531443.1,41381530.57,42963109.14,44047046.16,44175385.76,43975170.62,43801934.36,45430103.29,46402841.13,46653567.79,46375690.29,46208780.01,47676693.28,48854824.85,48679228.9,48475022.12,48179202.79,49791502.6,50797810.6,50703490.31,50439805.09,50160847.29,51628972.44,52780289.93,52837378.9,52645881.82,52304993.94,53896238.54,55042141.34,54891938.21,54480679.38,54529481
PB,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1658866209,1100882382,1252344956,1985015919,1992608552,1851230558,1963953314,2415937664,1655686358,2154008489,2859056005,4935676783,5418908123,7350110732,7701083112,6723037564,7097605707,8580959431,7879674871,7552086644,8001789017,2526781493,4245390229,5301665477,6447194042,5683225300,6267920038,6224679889,6821283233,2599302620,2914429283,3373697789,1699449372,3068899383,2092897529,4083768161,1696516433,3624609839,4380088227,5315266467,3655878616,3445226789,2172459132,2689316492,3282290459,3151396123,3374553279,1721701830,1559710144,1870325569,2753543643,3077094994,2998692013,5341349381,6025236232,2933367986,3078662586,4724660129,3649367114,4319546561,3904275119,4047501888,4345382704,3838312023,4656582835,5073271694,3701315446,5643457370,5323031158,6410703879,3503887933,3319374502,2189403230,2986836527,2750841831,1942100490,2250697100,2754624462,1600213803,2459725587,3431132472,3075641463,2865366626,2882433136,2392761753,3279785996,2214107105,1721267053,3421825225,2902908596,2901249272,2634201385,3000784302,2667103366,2052233103,2131210677,2774262761,1753439362,2276198430,2537189780,1774467314,2379761055,3898734860,5054703139,5103535379,4936206548,4636936600,5199192764,5550412610,5045837169,4314193305,5838076069,5409406649,5262812546,5189643462,5050644578,5547330454,5111367115,5013926659,5031610931,5494512476
BB,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13675336134,14624015882,15835512446,17074443767,18098616061,19985256167,21434587992,23056850866,24352056340,25573158294,27497792043,29410777486,31340924006,34157731731,37570178380,40535530773,43520133532,47287485997,50703526724,53727618553,57183452674,59257647004,60409328802,62584815921,65580259577,68705303615,71502119791,74492608479,77583225767,79735173730,81242582305,83010546379,83878958524,85037540980,86264204280,87777195858,88886913048,89357783135,90305023608,91864969933,94095266504,95728601911,96204863677,96833379954,98000936527,99450602557,1.01E+11,1.03E+11,1.03E+11,1.04E+11,1.05E+11,1.06E+11,1.07E+11,1.09E+11,1.11E+11,1.13E+11,1.14E+11,1.15E+11,1.16E+11,1.18E+11,1.19E+11,1.20E+11,1.21E+11,1.22E+11,1.24E+11,1.26E+11,1.27E+11,1.29E+11,1.31E+11,1.33E+11,1.36E+11,1.37E+11,1.38E+11,1.39E+11,1.40E+11,1.40E+11,1.40E+11,1.41E+11,1.42E+11,1.42E+11,1.43E+11,1.44E+11,1.45E+11,1.46E+11,1.47E+11,1.48E+11,1.48E+11,1.48E+11,1.49E+11,1.50E+11,1.50E+11,1.51E+11,1.52E+11,1.53E+11,1.54E+11,1.54E+11,1.55E+11,1.55E+11,1.55E+11,1.56E+11,1.56E+11,1.57E+11,1.57E+11,1.58E+11,1.60E+11,1.62E+11,1.63E+11,1.65E+11,1.66E+11,1.68E+11,1.69E+11,1.70E+11,1.72E+11,1.73E+11,1.74E+11,1.76E+11,1.77E+11,1.79E+11,1.80E+11,1.82E+11,1.82E+11
DR,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4511634679,4770074214,5158803982,5587608148,5941709143,6474785647,6970788919,7521483058,7932758432,8425900344,9114296812,10012765707,10885209849,12018838409,13183672153,14233530209,15372071479,16757198163,17923860180,18994231533,20173427715,20727539807,21551118563,22536335044,23696872637,24758142813,25859177521,26964924789,28155063259,28821159556,29641428143,30519098645,31072767182,31917338934,32600519749,33524788730,34101347272,34896809012,35744436052,36693531515,37600229747,38446076123,39009928568,39728102267,40543080892,41367774262,42236004708,42987949050,43654548430,44374225032,45240997200,46146315476,46968070124,48078954940,49228530265,49998940120,50909806369,51997758889,52861941440,53829543098,54702792815,55591522499,56556244471,57438664465,58507836846,59706642649,60586779925,61759536510,62867676284,64149772026,65131860747,66111387453,66873448596,67699000013,68597113934,69297816342,70145806846,71053652976,71739540931,72586989862,73563334997,74495242414,75332452713,76195570527,77054833955,77966164348,78673321270,79421179863,80366876613,81278805799,82164844842,83042158681,83972044142,84925739995,85776473478,86654107917,87606516820,88382719428,89251627590,90175555966,90937501152,91820936481,92900742475,94066225689,95223193360,96366454296,97487161352,98681581369,99889220416,1.01E+11,1.02E+11,1.03E+11,1.05E+11,1.06E+11,1.07E+11,1.08E+11,1.09E+11,1.11E+11,1.12E+11,1.13E+11,1.13E+11
DL,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25753331577,26640620528,29448047509,32155483853,33379056156,37271012845,39635112759,42778124890,44488542071,47515984811,51075842919,57583972164,61819354662,68713189438,75282066710,79741890602,86389305194,93159692260,97917781098,1.03E+11,1.09E+11,1.05E+11,1.10E+11,1.17E+11,1.23E+11,1.28E+11,1.33E+11,1.38E+11,1.44E+11,1.42E+11,1.45E+11,1.49E+11,1.47E+11,1.52E+11,1.53E+11,1.59E+11,1.55E+11,1.59E+11,1.63E+11,1.67E+11,1.69E+11,1.69E+11,1.69E+11,1.71E+11,1.74E+11,1.76E+11,1.79E+11,1.81E+11,1.81E+11,1.83E+11,1.86E+11,1.88E+11,1.90E+11,1.96E+11,2.00E+11,1.99E+11,2.01E+11,2.06E+11,2.07E+11,2.10E+11,2.12E+11,2.13E+11,2.16E+11,2.17E+11,2.22E+11,2.25E+11,2.26E+11,2.31E+11,2.35E+11,2.40E+11,2.40E+11,2.42E+11,2.41E+11,2.45E+11,2.44E+11,2.44E+11,2.46E+11,2.49E+11,2.46E+11,2.50E+11,2.53E+11,2.53E+11,2.54E+11,2.56E+11,2.57E+11,2.60E+11,2.57E+11,2.58E+11,2.62E+11,2.62E+11,2.63E+11,2.64E+11,2.66E+11,2.68E+11,2.68E+11,2.69E+11,2.71E+11,2.70E+11,2.72E+11,2.73E+11,2.72E+11,2.74E+11,2.77E+11,2.81E+11,2.84E+11,2.86E+11,2.89E+11,2.92E+11,2.95E+11,2.97E+11,2.99E+11,3.02E+11,3.03E+11,3.07E+11,3.08E+11,3.11E+11,3.14E+11,3.17E+11,3.18E+11,3.21E+11,3.24E+11
DC,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DIN,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.09E+11,1.17E+11,1.27E+11,1.32E+11,1.32E+11,1.32E+11,1.32E+11,1.32E+11,1.32E+11,1.31E+11,1.33E+11,1.31E+11,1.32E+11,1.32E+11,1.32E+11,1.31E+11,1.33E+11,1.33E+11,1.33E+11,1.33E+11,1.33E+11,1.35E+11,1.34E+11,1.33E+11,1.34E+11,1.34E+11,1.33E+11,1.33E+11,1.34E+11,1.36E+11,1.36E+11,1.36E+11,1.37E+11,1.38E+11,1.37E+11,1.37E+11,1.36E+11,1.36E+11,1.35E+11,1.36E+11,1.36E+11,1.36E+11,1.36E+11,1.38E+11,1.40E+11,1.39E+11,1.39E+11,1.39E+11,1.39E+11,1.39E+11,1.39E+11,1.38E+11,1.38E+11,1.38E+11,1.37E+11,1.40E+11,1.42E+11,1.41E+11,1.40E+11,1.41E+11,1.40E+11,1.41E+11,1.40E+11,1.40E+11,1.40E+11,1.40E+11,1.42E+11,1.41E+11,1.42E+11,1.41E+11,1.44E+11,1.44E+11,1.44E+11,1.44E+11,1.44E+11,1.44E+11,1.43E+11,1.43E+11,1.45E+11,1.45E+11,1.45E+11,1.44E+11,1.44E+11,1.46E+11,1.46E+11,1.46E+11,1.46E+11,1.46E+11,1.45E+11,1.47E+11,1.47E+11,1.47E+11,1.47E+11,1.47E+11,1.47E+11,1.46E+11,1.46E+11,1.48E+11,1.48E+11,1.48E+11,1.51E+11,1.50E+11,1.49E+11,1.49E+11,1.49E+11,1.48E+11,1.48E+11,1.48E+11,1.48E+11,1.48E+11,1.50E+11,1.50E+11,1.52E+11,1.52E+11,1.52E+11,1.52E+11,1.52E+11,1.51E+11,1.52E+11,1.51E+11,1.52E+11
