Year,species,biomass,scenario
2035,Killer Whale,37197.86024,Precautionary Fishing
2036,Killer Whale,36166.31993,Precautionary Fishing
2037,Killer Whale,34799.25206,Precautionary Fishing
2038,Killer Whale,33456.11666,Precautionary Fishing
2039,Killer Whale,31950.2089,Precautionary Fishing
2040,Killer Whale,30892.93223,Precautionary Fishing
2041,Killer Whale,29938.76875,Precautionary Fishing
2042,Killer Whale,28875.09318,Precautionary Fishing
2043,Killer Whale,27726.3765,Precautionary Fishing
2044,Killer Whale,26977.31935,Precautionary Fishing
2045,Killer Whale,26031.87674,Precautionary Fishing
2046,Killer Whale,25435.60141,Precautionary Fishing
2047,Killer Whale,24679.51375,Precautionary Fishing
2048,Killer Whale,24370.40693,Precautionary Fishing
2049,Killer Whale,23737.02385,Precautionary Fishing
2050,Killer Whale,24230.22759,Precautionary Fishing
2051,Killer Whale,23434.06536,Precautionary Fishing
2052,Killer Whale,22707.34751,Precautionary Fishing
2053,Killer Whale,22220.23513,Precautionary Fishing
2054,Killer Whale,22360.61,Precautionary Fishing
2055,Killer Whale,21217.22279,Precautionary Fishing
2056,Killer Whale,20201.44079,Precautionary Fishing
2057,Killer Whale,19426.57254,Precautionary Fishing
2058,Killer Whale,18822.3445,Precautionary Fishing
2059,Killer Whale,18449.86499,Precautionary Fishing
2060,Killer Whale,18246.46684,Precautionary Fishing
2061,Killer Whale,18749.67216,Precautionary Fishing
2062,Killer Whale,19793.09948,Precautionary Fishing
2063,Killer Whale,18966.86715,Precautionary Fishing
2064,Killer Whale,19195.08626,Precautionary Fishing
2065,Killer Whale,19865.7761,Precautionary Fishing
2066,Killer Whale,18848.58769,Precautionary Fishing
2067,Killer Whale,18385.14402,Precautionary Fishing
2068,Killer Whale,18192.45086,Precautionary Fishing
2015,Boreal Seabirds,16703.54745,Precautionary Fishing
2016,Boreal Seabirds,16808.51842,Precautionary Fishing
2017,Boreal Seabirds,16779.6024,Precautionary Fishing
2018,Boreal Seabirds,16784.73732,Precautionary Fishing
2019,Boreal Seabirds,16704.1537,Precautionary Fishing
2020,Boreal Seabirds,16678.14205,Precautionary Fishing
2021,Boreal Seabirds,16700.35973,Precautionary Fishing
2022,Boreal Seabirds,16680.02425,Precautionary Fishing
2023,Boreal Seabirds,16628.19751,Precautionary Fishing
2024,Boreal Seabirds,16604.50111,Precautionary Fishing
2025,Boreal Seabirds,16606.09065,Precautionary Fishing
2026,Boreal Seabirds,16594.19145,Precautionary Fishing
2027,Boreal Seabirds,16604.71648,Precautionary Fishing
2028,Boreal Seabirds,16744.33078,Precautionary Fishing
2029,Boreal Seabirds,16802.14707,Precautionary Fishing
2030,Boreal Seabirds,16815.05604,Precautionary Fishing
2031,Boreal Seabirds,16779.62138,Precautionary Fishing
2032,Boreal Seabirds,16814.8925,Precautionary Fishing
2033,Boreal Seabirds,16795.68344,Precautionary Fishing
2034,Boreal Seabirds,16650.53336,Precautionary Fishing
2035,Boreal Seabirds,16456.22546,Precautionary Fishing
2036,Boreal Seabirds,16306.61481,Precautionary Fishing
2037,Boreal Seabirds,16230.7908,Precautionary Fishing
2038,Boreal Seabirds,16191.20343,Precautionary Fishing
2039,Boreal Seabirds,16129.02077,Precautionary Fishing
2040,Boreal Seabirds,16065.49632,Precautionary Fishing
2041,Boreal Seabirds,16058.40921,Precautionary Fishing
2042,Boreal Seabirds,16127.53448,Precautionary Fishing
2043,Boreal Seabirds,16098.51524,Precautionary Fishing
2044,Boreal Seabirds,16093.57449,Precautionary Fishing
2045,Boreal Seabirds,16069.21961,Precautionary Fishing
2046,Boreal Seabirds,16154.96823,Precautionary Fishing
2047,Boreal Seabirds,16115.00677,Precautionary Fishing
2048,Boreal Seabirds,16128.34662,Precautionary Fishing
2049,Boreal Seabirds,16088.55382,Precautionary Fishing
2050,Boreal Seabirds,16109.30778,Precautionary Fishing
2051,Boreal Seabirds,16107.88561,Precautionary Fishing
2052,Boreal Seabirds,16128.67133,Precautionary Fishing
2053,Boreal Seabirds,16079.32635,Precautionary Fishing
2054,Boreal Seabirds,16005.62888,Precautionary Fishing
2055,Boreal Seabirds,16058.08137,Precautionary Fishing
2056,Boreal Seabirds,16079.44359,Precautionary Fishing
2057,Boreal Seabirds,16029.1648,Precautionary Fishing
2058,Boreal Seabirds,15988.37154,Precautionary Fishing
2059,Boreal Seabirds,15972.05412,Precautionary Fishing
2060,Boreal Seabirds,16034.60072,Precautionary Fishing
2061,Boreal Seabirds,16028.16648,Precautionary Fishing
2062,Boreal Seabirds,15940.15398,Precautionary Fishing
2063,Boreal Seabirds,15901.13729,Precautionary Fishing
2064,Boreal Seabirds,15860.01187,Precautionary Fishing
2065,Boreal Seabirds,15836.92124,Precautionary Fishing
2066,Boreal Seabirds,15843.71144,Precautionary Fishing
2067,Boreal Seabirds,15861.95029,Precautionary Fishing
2068,Boreal Seabirds,15947.13026,Precautionary Fishing
2015,Other Demersals,1366487.636,Precautionary Fishing
2016,Other Demersals,1362106.771,Precautionary Fishing
2017,Other Demersals,1346903.203,Precautionary Fishing
2018,Other Demersals,1341275.519,Precautionary Fishing
2019,Other Demersals,1331625.24,Precautionary Fishing
2020,Other Demersals,1334259.585,Precautionary Fishing
2021,Other Demersals,1331063.93,Precautionary Fishing
2022,Other Demersals,1330418.099,Precautionary Fishing
2023,Other Demersals,1335776.933,Precautionary Fishing
2024,Other Demersals,1337415.023,Precautionary Fishing
2025,Other Demersals,1345288.838,Precautionary Fishing
2026,Other Demersals,1347193.116,Precautionary Fishing
2027,Other Demersals,1354657.701,Precautionary Fishing
2028,Other Demersals,1382757.462,Precautionary Fishing
2029,Other Demersals,1388010.86,Precautionary Fishing
2030,Other Demersals,1388244.491,Precautionary Fishing
2031,Other Demersals,1383236.101,Precautionary Fishing
2032,Other Demersals,1386376.021,Precautionary Fishing
2033,Other Demersals,1385157.643,Precautionary Fishing
2034,Other Demersals,1380634.145,Precautionary Fishing
2035,Other Demersals,1375989.862,Precautionary Fishing
2036,Other Demersals,1378567.724,Precautionary Fishing
2037,Other Demersals,1377271.873,Precautionary Fishing
2038,Other Demersals,1377887.638,Precautionary Fishing
2039,Other Demersals,1375566.566,Precautionary Fishing
2040,Other Demersals,1375845.304,Precautionary Fishing
2041,Other Demersals,1383115.472,Precautionary Fishing
2042,Other Demersals,1401910.62,Precautionary Fishing
2043,Other Demersals,1400239.442,Precautionary Fishing
2044,Other Demersals,1397062.573,Precautionary Fishing
2045,Other Demersals,1396368.983,Precautionary Fishing
2046,Other Demersals,1399127.408,Precautionary Fishing
2047,Other Demersals,1399934.964,Precautionary Fishing
2048,Other Demersals,1406175.793,Precautionary Fishing
2049,Other Demersals,1413941.171,Precautionary Fishing
2050,Other Demersals,1417158.361,Precautionary Fishing
2051,Other Demersals,1414723.388,Precautionary Fishing
2052,Other Demersals,1413412.026,Precautionary Fishing
2053,Other Demersals,1412047.957,Precautionary Fishing
2054,Other Demersals,1415152.716,Precautionary Fishing
2055,Other Demersals,1429213.705,Precautionary Fishing
2056,Other Demersals,1446005.988,Precautionary Fishing
2057,Other Demersals,1439503.488,Precautionary Fishing
2058,Other Demersals,1439832.287,Precautionary Fishing
2059,Other Demersals,1440965.561,Precautionary Fishing
2060,Other Demersals,1439304.358,Precautionary Fishing
2061,Other Demersals,1436129.873,Precautionary Fishing
2062,Other Demersals,1428570.161,Precautionary Fishing
2063,Other Demersals,1432760.924,Precautionary Fishing
2064,Other Demersals,1433620.578,Precautionary Fishing
2065,Other Demersals,1434642.081,Precautionary Fishing
2066,Other Demersals,1433971.21,Precautionary Fishing
2067,Other Demersals,1430945.172,Precautionary Fishing
2068,Other Demersals,1432735.291,Precautionary Fishing
2015,Large Pelagics,1439818.968,Precautionary Fishing
2016,Large Pelagics,1420839.89,Precautionary Fishing
2017,Large Pelagics,1415725.918,Precautionary Fishing
2018,Large Pelagics,1412390.677,Precautionary Fishing
2019,Large Pelagics,1409723.086,Precautionary Fishing
2020,Large Pelagics,1415333.786,Precautionary Fishing
2021,Large Pelagics,1447213.846,Precautionary Fishing
2022,Large Pelagics,1439082.924,Precautionary Fishing
2023,Large Pelagics,1414171.848,Precautionary Fishing
2024,Large Pelagics,1403707.36,Precautionary Fishing
2025,Large Pelagics,1389571.524,Precautionary Fishing
2026,Large Pelagics,1377182.967,Precautionary Fishing
2027,Large Pelagics,1369645.457,Precautionary Fishing
2028,Large Pelagics,1369385.344,Precautionary Fishing
2029,Large Pelagics,1376294.35,Precautionary Fishing
2030,Large Pelagics,1377281.291,Precautionary Fishing
2031,Large Pelagics,1373846.557,Precautionary Fishing
2032,Large Pelagics,1375143.196,Precautionary Fishing
2033,Large Pelagics,1382482.633,Precautionary Fishing
2034,Large Pelagics,1419055.09,Precautionary Fishing
2035,Large Pelagics,1413976.149,Precautionary Fishing
2036,Large Pelagics,1384441.448,Precautionary Fishing
2037,Large Pelagics,1371548.413,Precautionary Fishing
2038,Large Pelagics,1361376.424,Precautionary Fishing
2039,Large Pelagics,1349675.612,Precautionary Fishing
2040,Large Pelagics,1345961.12,Precautionary Fishing
2041,Large Pelagics,1342931.109,Precautionary Fishing
2042,Large Pelagics,1341562.682,Precautionary Fishing
2043,Large Pelagics,1343597.613,Precautionary Fishing
2044,Large Pelagics,1341841.235,Precautionary Fishing
2045,Large Pelagics,1337088.11,Precautionary Fishing
2046,Large Pelagics,1338494.734,Precautionary Fishing
2047,Large Pelagics,1341957.178,Precautionary Fishing
2048,Large Pelagics,1377326.249,Precautionary Fishing
2049,Large Pelagics,1388742.95,Precautionary Fishing
2050,Large Pelagics,1370680.312,Precautionary Fishing
2051,Large Pelagics,1361848.877,Precautionary Fishing
2052,Large Pelagics,1348760.154,Precautionary Fishing
2053,Large Pelagics,1339782.013,Precautionary Fishing
2054,Large Pelagics,1336093.389,Precautionary Fishing
2055,Large Pelagics,1337620.941,Precautionary Fishing
2056,Large Pelagics,1349116.272,Precautionary Fishing
2057,Large Pelagics,1352738.545,Precautionary Fishing
2058,Large Pelagics,1354372.79,Precautionary Fishing
2059,Large Pelagics,1350513.409,Precautionary Fishing
2060,Large Pelagics,1353070.611,Precautionary Fishing
2061,Large Pelagics,1351824.156,Precautionary Fishing
2062,Large Pelagics,1348319.949,Precautionary Fishing
2063,Large Pelagics,1343459.569,Precautionary Fishing
2064,Large Pelagics,1338135.5,Precautionary Fishing
2065,Large Pelagics,1334457.277,Precautionary Fishing
2066,Large Pelagics,1329282.738,Precautionary Fishing
2067,Large Pelagics,1321641.349,Precautionary Fishing
2068,Large Pelagics,1311573.374,Precautionary Fishing
2015,Small Pelagics,857619.0775,Precautionary Fishing
2016,Small Pelagics,863041.4764,Precautionary Fishing
2017,Small Pelagics,867836.5442,Precautionary Fishing
2018,Small Pelagics,863714.4524,Precautionary Fishing
2019,Small Pelagics,849952.2216,Precautionary Fishing
2020,Small Pelagics,831684.6058,Precautionary Fishing
2021,Small Pelagics,817840.6579,Precautionary Fishing
2022,Small Pelagics,795194.2,Precautionary Fishing
2023,Small Pelagics,771827.3106,Precautionary Fishing
2024,Small Pelagics,750982.7826,Precautionary Fishing
2025,Small Pelagics,725455.4134,Precautionary Fishing
2026,Small Pelagics,699977.9975,Precautionary Fishing
2027,Small Pelagics,681197.3831,Precautionary Fishing
2028,Small Pelagics,667036.5986,Precautionary Fishing
2029,Small Pelagics,656954.5163,Precautionary Fishing
2030,Small Pelagics,642451.797,Precautionary Fishing
2031,Small Pelagics,622754.5584,Precautionary Fishing
2032,Small Pelagics,600207.1619,Precautionary Fishing
2033,Small Pelagics,573957.2672,Precautionary Fishing
2034,Small Pelagics,538530.5479,Precautionary Fishing
2035,Small Pelagics,505672.836,Precautionary Fishing
2036,Small Pelagics,469894.0949,Precautionary Fishing
2037,Small Pelagics,441473.0875,Precautionary Fishing
2038,Small Pelagics,413605.9448,Precautionary Fishing
2039,Small Pelagics,389550.7337,Precautionary Fishing
2040,Small Pelagics,368239.4428,Precautionary Fishing
2041,Small Pelagics,363889.6272,Precautionary Fishing
2042,Small Pelagics,364572.0888,Precautionary Fishing
2043,Small Pelagics,360563.6987,Precautionary Fishing
2044,Small Pelagics,352405.1507,Precautionary Fishing
2045,Small Pelagics,343593.7232,Precautionary Fishing
2046,Small Pelagics,326132.2913,Precautionary Fishing
2047,Small Pelagics,304120.9768,Precautionary Fishing
2048,Small Pelagics,282028.2776,Precautionary Fishing
2049,Small Pelagics,269728.3227,Precautionary Fishing
2050,Small Pelagics,262082.1493,Precautionary Fishing
2051,Small Pelagics,257074.8303,Precautionary Fishing
2052,Small Pelagics,246986.1985,Precautionary Fishing
2053,Small Pelagics,237175.8064,Precautionary Fishing
2054,Small Pelagics,223594.2171,Precautionary Fishing
2055,Small Pelagics,222370.6505,Precautionary Fishing
2056,Small Pelagics,224487.5068,Precautionary Fishing
2057,Small Pelagics,225224.1636,Precautionary Fishing
2058,Small Pelagics,224612.0964,Precautionary Fishing
2059,Small Pelagics,233405.7293,Precautionary Fishing
2060,Small Pelagics,239823.6076,Precautionary Fishing
2061,Small Pelagics,237542.5733,Precautionary Fishing
2062,Small Pelagics,225511.0477,Precautionary Fishing
2063,Small Pelagics,210330.7738,Precautionary Fishing
2064,Small Pelagics,199607.7803,Precautionary Fishing
2065,Small Pelagics,189544.6776,Precautionary Fishing
2066,Small Pelagics,180121.0203,Precautionary Fishing
2067,Small Pelagics,171752.0777,Precautionary Fishing
2068,Small Pelagics,167837.6798,Precautionary Fishing
2015,Golden Redfish,62184.65978,Precautionary Fishing
2016,Golden Redfish,70170.75685,Precautionary Fishing
2017,Golden Redfish,77524.94044,Precautionary Fishing
2018,Golden Redfish,84647.36597,Precautionary Fishing
2019,Golden Redfish,91005.38277,Precautionary Fishing
2020,Golden Redfish,96990.01582,Precautionary Fishing
2021,Golden Redfish,102521.9663,Precautionary Fishing
2022,Golden Redfish,109024.4295,Precautionary Fishing
2023,Golden Redfish,115168.0699,Precautionary Fishing
2024,Golden Redfish,121148.6854,Precautionary Fishing
2025,Golden Redfish,127959.4631,Precautionary Fishing
2026,Golden Redfish,133850.9096,Precautionary Fishing
2027,Golden Redfish,142673.7713,Precautionary Fishing
2028,Golden Redfish,152022.6269,Precautionary Fishing
2029,Golden Redfish,162018.3946,Precautionary Fishing
2030,Golden Redfish,169605.3017,Precautionary Fishing
2031,Golden Redfish,177018.8507,Precautionary Fishing
2032,Golden Redfish,183691.2632,Precautionary Fishing
2033,Golden Redfish,189082.619,Precautionary Fishing
2034,Golden Redfish,193177.9283,Precautionary Fishing
2035,Golden Redfish,197111.601,Precautionary Fishing
2036,Golden Redfish,200715.81,Precautionary Fishing
2037,Golden Redfish,204576.5455,Precautionary Fishing
2038,Golden Redfish,207775.5191,Precautionary Fishing
2039,Golden Redfish,211825.6287,Precautionary Fishing
2040,Golden Redfish,216610.8755,Precautionary Fishing
2041,Golden Redfish,223317.0224,Precautionary Fishing
2042,Golden Redfish,228294.9712,Precautionary Fishing
2043,Golden Redfish,233008.8221,Precautionary Fishing
2044,Golden Redfish,236078.3697,Precautionary Fishing
2045,Golden Redfish,239812.0753,Precautionary Fishing
2046,Golden Redfish,241381.3578,Precautionary Fishing
2047,Golden Redfish,244318.2333,Precautionary Fishing
2048,Golden Redfish,247593.7133,Precautionary Fishing
2049,Golden Redfish,250965.9635,Precautionary Fishing
2050,Golden Redfish,252819.1378,Precautionary Fishing
2051,Golden Redfish,255597.823,Precautionary Fishing
2052,Golden Redfish,256039.9764,Precautionary Fishing
2053,Golden Redfish,257468.6462,Precautionary Fishing
2054,Golden Redfish,258652.9167,Precautionary Fishing
2055,Golden Redfish,262848.598,Precautionary Fishing
2056,Golden Redfish,265578.3343,Precautionary Fishing
2057,Golden Redfish,266605.3237,Precautionary Fishing
2058,Golden Redfish,267934.8714,Precautionary Fishing
2059,Golden Redfish,268481.0363,Precautionary Fishing
2060,Golden Redfish,267624.2155,Precautionary Fishing
2061,Golden Redfish,265592.0243,Precautionary Fishing
2062,Golden Redfish,263613.414,Precautionary Fishing
2063,Golden Redfish,263115.4243,Precautionary Fishing
2064,Golden Redfish,263909.7673,Precautionary Fishing
2065,Golden Redfish,264099.7774,Precautionary Fishing
2066,Golden Redfish,265776.4973,Precautionary Fishing
2067,Golden Redfish,265062.2931,Precautionary Fishing
2068,Golden Redfish,263371.439,Precautionary Fishing
2015,Large Demersals,73447.72227,Precautionary Fishing
2016,Large Demersals,73888.86172,Precautionary Fishing
2017,Large Demersals,73961.54903,Precautionary Fishing
2018,Large Demersals,73944.00262,Precautionary Fishing
2019,Large Demersals,73763.62513,Precautionary Fishing
2020,Large Demersals,74051.39981,Precautionary Fishing
2021,Large Demersals,74582.39477,Precautionary Fishing
2022,Large Demersals,74728.98171,Precautionary Fishing
2023,Large Demersals,74557.33395,Precautionary Fishing
2024,Large Demersals,74409.64857,Precautionary Fishing
2025,Large Demersals,74381.08802,Precautionary Fishing
2026,Large Demersals,74380.06123,Precautionary Fishing
2027,Large Demersals,74264.03014,Precautionary Fishing
2028,Large Demersals,74355.15575,Precautionary Fishing
2029,Large Demersals,74399.44844,Precautionary Fishing
2030,Large Demersals,74273.58658,Precautionary Fishing
2031,Large Demersals,73950.7433,Precautionary Fishing
2032,Large Demersals,73858.45018,Precautionary Fishing
2033,Large Demersals,74011.15095,Precautionary Fishing
2034,Large Demersals,73860.65772,Precautionary Fishing
2035,Large Demersals,73482.28557,Precautionary Fishing
2036,Large Demersals,73232.28264,Precautionary Fishing
2037,Large Demersals,73106.74213,Precautionary Fishing
2038,Large Demersals,72911.31328,Precautionary Fishing
2039,Large Demersals,72652.81646,Precautionary Fishing
2040,Large Demersals,72451.85195,Precautionary Fishing
2041,Large Demersals,72264.7909,Precautionary Fishing
2042,Large Demersals,72472.79754,Precautionary Fishing
2043,Large Demersals,72539.60835,Precautionary Fishing
2044,Large Demersals,72684.68055,Precautionary Fishing
2045,Large Demersals,72636.97365,Precautionary Fishing
2046,Large Demersals,72935.3835,Precautionary Fishing
2047,Large Demersals,73191.4577,Precautionary Fishing
2048,Large Demersals,73435.85976,Precautionary Fishing
2049,Large Demersals,73303.14292,Precautionary Fishing
2050,Large Demersals,73131.78936,Precautionary Fishing
2051,Large Demersals,72866.91389,Precautionary Fishing
2052,Large Demersals,72849.98637,Precautionary Fishing
2053,Large Demersals,72695.31378,Precautionary Fishing
2054,Large Demersals,72514.83342,Precautionary Fishing
2055,Large Demersals,72786.04504,Precautionary Fishing
2056,Large Demersals,72977.63513,Precautionary Fishing
2057,Large Demersals,72808.88967,Precautionary Fishing
2058,Large Demersals,72785.32035,Precautionary Fishing
2059,Large Demersals,72601.507,Precautionary Fishing
2060,Large Demersals,72534.71102,Precautionary Fishing
2061,Large Demersals,72462.88874,Precautionary Fishing
2062,Large Demersals,72278.44366,Precautionary Fishing
2063,Large Demersals,72127.91724,Precautionary Fishing
2064,Large Demersals,71959.19086,Precautionary Fishing
2065,Large Demersals,71796.74805,Precautionary Fishing
2066,Large Demersals,71820.3844,Precautionary Fishing
2067,Large Demersals,71672.49434,Precautionary Fishing
2068,Large Demersals,71322.3133,Precautionary Fishing
2015,Flatfish,84916.86033,Precautionary Fishing
2016,Flatfish,85268.06815,Precautionary Fishing
2017,Flatfish,85006.47644,Precautionary Fishing
2018,Flatfish,84585.91073,Precautionary Fishing
2019,Flatfish,83861.47571,Precautionary Fishing
2020,Flatfish,83719.55124,Precautionary Fishing
2021,Flatfish,83919.63623,Precautionary Fishing
2022,Flatfish,83515.01405,Precautionary Fishing
2023,Flatfish,82955.82755,Precautionary Fishing
2024,Flatfish,82880.93905,Precautionary Fishing
2025,Flatfish,82770.25398,Precautionary Fishing
2026,Flatfish,82670.02267,Precautionary Fishing
2027,Flatfish,82755.52805,Precautionary Fishing
2028,Flatfish,83410.28842,Precautionary Fishing
2029,Flatfish,84008.77301,Precautionary Fishing
2030,Flatfish,84198.07045,Precautionary Fishing
2031,Flatfish,84212.77994,Precautionary Fishing
2032,Flatfish,84420.79344,Precautionary Fishing
2033,Flatfish,84420.2308,Precautionary Fishing
2034,Flatfish,83565.31254,Precautionary Fishing
2035,Flatfish,82968.4656,Precautionary Fishing
2036,Flatfish,82294.78011,Precautionary Fishing
2037,Flatfish,82268.59937,Precautionary Fishing
2038,Flatfish,82081.64116,Precautionary Fishing
2039,Flatfish,81785.03505,Precautionary Fishing
2040,Flatfish,81420.88483,Precautionary Fishing
2041,Flatfish,81194.94591,Precautionary Fishing
2042,Flatfish,81603.3299,Precautionary Fishing
2043,Flatfish,81729.10913,Precautionary Fishing
2044,Flatfish,81788.03526,Precautionary Fishing
2045,Flatfish,81836.95635,Precautionary Fishing
2046,Flatfish,82230.99263,Precautionary Fishing
2047,Flatfish,82089.63977,Precautionary Fishing
2048,Flatfish,82133.54717,Precautionary Fishing
2049,Flatfish,82385.30218,Precautionary Fishing
2050,Flatfish,82577.18468,Precautionary Fishing
2051,Flatfish,82428.88179,Precautionary Fishing
2052,Flatfish,82584.74113,Precautionary Fishing
2053,Flatfish,82623.33997,Precautionary Fishing
2054,Flatfish,82202.99891,Precautionary Fishing
2055,Flatfish,82816.33416,Precautionary Fishing
2056,Flatfish,83005.64034,Precautionary Fishing
2057,Flatfish,82828.75483,Precautionary Fishing
2058,Flatfish,82701.67835,Precautionary Fishing
2059,Flatfish,82663.56378,Precautionary Fishing
2060,Flatfish,82854.97621,Precautionary Fishing
2061,Flatfish,83014.58583,Precautionary Fishing
2062,Flatfish,82235.51008,Precautionary Fishing
2063,Flatfish,81898.20895,Precautionary Fishing
2064,Flatfish,81743.50935,Precautionary Fishing
2065,Flatfish,81552.67721,Precautionary Fishing
2066,Flatfish,81565.39099,Precautionary Fishing
2067,Flatfish,81283.23097,Precautionary Fishing
2068,Flatfish,80349.40822,Precautionary Fishing
2015,Long Rough Dab,1994855.631,Precautionary Fishing
2016,Long Rough Dab,1982489.41,Precautionary Fishing
2017,Long Rough Dab,1968196.057,Precautionary Fishing
2018,Long Rough Dab,1956657.487,Precautionary Fishing
2019,Long Rough Dab,1941711.965,Precautionary Fishing
2020,Long Rough Dab,1932093.778,Precautionary Fishing
2021,Long Rough Dab,1932068.76,Precautionary Fishing
2022,Long Rough Dab,1917725.686,Precautionary Fishing
2023,Long Rough Dab,1918713.139,Precautionary Fishing
2024,Long Rough Dab,1917856.879,Precautionary Fishing
2025,Long Rough Dab,1921125.614,Precautionary Fishing
2026,Long Rough Dab,1919105.31,Precautionary Fishing
2027,Long Rough Dab,1919862.492,Precautionary Fishing
2028,Long Rough Dab,1931667.872,Precautionary Fishing
2029,Long Rough Dab,1936007.583,Precautionary Fishing
2030,Long Rough Dab,1940464.504,Precautionary Fishing
2031,Long Rough Dab,1938038.085,Precautionary Fishing
2032,Long Rough Dab,1935823.189,Precautionary Fishing
2033,Long Rough Dab,1933842.148,Precautionary Fishing
2034,Long Rough Dab,1940501.117,Precautionary Fishing
2035,Long Rough Dab,1931559.893,Precautionary Fishing
2036,Long Rough Dab,1927994.55,Precautionary Fishing
2037,Long Rough Dab,1927889.721,Precautionary Fishing
2038,Long Rough Dab,1929294.096,Precautionary Fishing
2039,Long Rough Dab,1926723.525,Precautionary Fishing
2040,Long Rough Dab,1925544.761,Precautionary Fishing
2041,Long Rough Dab,1931221.228,Precautionary Fishing
2042,Long Rough Dab,1944618.686,Precautionary Fishing
2043,Long Rough Dab,1945797.953,Precautionary Fishing
2044,Long Rough Dab,1948308.185,Precautionary Fishing
2045,Long Rough Dab,1945012.077,Precautionary Fishing
2046,Long Rough Dab,1941243.749,Precautionary Fishing
2047,Long Rough Dab,1943554.653,Precautionary Fishing
2048,Long Rough Dab,1947882.706,Precautionary Fishing
2049,Long Rough Dab,1954870.456,Precautionary Fishing
2050,Long Rough Dab,1958656.942,Precautionary Fishing
2051,Long Rough Dab,1957303.101,Precautionary Fishing
2052,Long Rough Dab,1954267.287,Precautionary Fishing
2053,Long Rough Dab,1955530.226,Precautionary Fishing
2054,Long Rough Dab,1962043.297,Precautionary Fishing
2055,Long Rough Dab,1970650.691,Precautionary Fishing
2056,Long Rough Dab,1981786.463,Precautionary Fishing
2057,Long Rough Dab,1984504.606,Precautionary Fishing
2058,Long Rough Dab,1987405.742,Precautionary Fishing
2059,Long Rough Dab,1990902.245,Precautionary Fishing
2060,Long Rough Dab,1992364.159,Precautionary Fishing
2061,Long Rough Dab,1994207.416,Precautionary Fishing
2062,Long Rough Dab,1994810.449,Precautionary Fishing
2063,Long Rough Dab,1993998.057,Precautionary Fishing
2064,Long Rough Dab,2004102.078,Precautionary Fishing
2065,Long Rough Dab,2005929.343,Precautionary Fishing
2066,Long Rough Dab,2007897.911,Precautionary Fishing
2067,Long Rough Dab,2012033.629,Precautionary Fishing
2068,Long Rough Dab,2011636.759,Precautionary Fishing
2015,Mesopelagic Fish,18053739.71,Precautionary Fishing
2016,Mesopelagic Fish,17947003.92,Precautionary Fishing
2017,Mesopelagic Fish,17921628.54,Precautionary Fishing
2018,Mesopelagic Fish,17491891.77,Precautionary Fishing
2019,Mesopelagic Fish,16961441.54,Precautionary Fishing
2020,Mesopelagic Fish,15975985.75,Precautionary Fishing
2021,Mesopelagic Fish,16399621.68,Precautionary Fishing
2022,Mesopelagic Fish,16614161.96,Precautionary Fishing
2023,Mesopelagic Fish,16607233.52,Precautionary Fishing
2024,Mesopelagic Fish,16464087.04,Precautionary Fishing
2025,Mesopelagic Fish,16490604.02,Precautionary Fishing
2026,Mesopelagic Fish,16528336.63,Precautionary Fishing
2027,Mesopelagic Fish,17502951.57,Precautionary Fishing
2028,Mesopelagic Fish,17354768.94,Precautionary Fishing
2029,Mesopelagic Fish,17440351.06,Precautionary Fishing
2030,Mesopelagic Fish,17527582.04,Precautionary Fishing
2031,Mesopelagic Fish,17526579,Precautionary Fishing
2032,Mesopelagic Fish,18169043.63,Precautionary Fishing
2033,Mesopelagic Fish,17035673.16,Precautionary Fishing
2034,Mesopelagic Fish,16665114.09,Precautionary Fishing
2035,Mesopelagic Fish,16455020.55,Precautionary Fishing
2036,Mesopelagic Fish,16821700.51,Precautionary Fishing
2037,Mesopelagic Fish,16718455.85,Precautionary Fishing
2038,Mesopelagic Fish,17005661.44,Precautionary Fishing
2039,Mesopelagic Fish,17062433.37,Precautionary Fishing
2040,Mesopelagic Fish,17707735.55,Precautionary Fishing
2041,Mesopelagic Fish,17638652.37,Precautionary Fishing
2042,Mesopelagic Fish,17678869.1,Precautionary Fishing
2043,Mesopelagic Fish,17162277.99,Precautionary Fishing
2044,Mesopelagic Fish,17491049.26,Precautionary Fishing
2045,Mesopelagic Fish,17230905.21,Precautionary Fishing
2046,Mesopelagic Fish,17255336.11,Precautionary Fishing
2047,Mesopelagic Fish,17457933.74,Precautionary Fishing
2048,Mesopelagic Fish,17183998.82,Precautionary Fishing
2049,Mesopelagic Fish,17154753.43,Precautionary Fishing
2050,Mesopelagic Fish,17294086.27,Precautionary Fishing
2051,Mesopelagic Fish,17151095.07,Precautionary Fishing
2052,Mesopelagic Fish,17475753.02,Precautionary Fishing
2053,Mesopelagic Fish,17541799.83,Precautionary Fishing
2054,Mesopelagic Fish,17808617.99,Precautionary Fishing
2055,Mesopelagic Fish,17427186.29,Precautionary Fishing
2056,Mesopelagic Fish,17100303.67,Precautionary Fishing
2057,Mesopelagic Fish,17743629.2,Precautionary Fishing
2058,Mesopelagic Fish,17433476.73,Precautionary Fishing
2059,Mesopelagic Fish,18005714.08,Precautionary Fishing
2060,Mesopelagic Fish,17839048.64,Precautionary Fishing
2061,Mesopelagic Fish,17754399.19,Precautionary Fishing
2062,Mesopelagic Fish,17793765.21,Precautionary Fishing
2063,Mesopelagic Fish,18177291.09,Precautionary Fishing
2064,Mesopelagic Fish,18841222.13,Precautionary Fishing
