Month,Year,POB,KWH,SWH,HWH,MWH,FWH,BES,HAS,HOS,RIS,SBA,SBB,SHO,DEO,PEL,PES,REO,DEL,FLA,LRD,SSK,MES,GRH,MAC,HAD,SAI,RED,BWH,SSH,NCO,PCO,CAP,SCR
August,1972,69.988117,37787.64682,39496.53582,0,260931.6153,298777.1837,3457.65905,58246.91209,37171.10144,1567.210128,12155.76706,3037.930484,145122.9258,1566517.278,1484243.187,330023.0601,395621.7891,86802.05029,62184.06381,1146162.626,123507.2906,25043121.69,320776.6987,1430227.433,1083604.03,9970992.078,271578.5504,7205507.675,2004233.753,526828.9832,959768.1619,1592515.383,1846.791848
October,1972,69.988117,37787.64682,39496.53582,0,260931.6153,298777.1837,3457.65905,58246.91209,37171.10144,1567.210128,12155.76706,3037.930484,145122.9258,1566517.278,1484243.187,330023.0601,395621.7891,86802.05029,62184.06381,1146162.626,123507.2906,25043121.69,320776.6987,1430227.433,1083604.03,9970992.078,271578.5504,7205507.675,2004233.753,526828.9832,959768.1619,1592515.383,1846.791848
January,1973,69.988117,37787.64682,38557.10595,0,262384.3287,299118.3245,3457.65905,58246.91209,37171.10144,1567.210128,12155.76706,3037.930484,145122.9258,1566517.278,1484243.187,330023.0601,395621.7891,86802.05029,62184.06381,1146162.626,123507.2906,25043121.69,313045.0995,1430227.433,1083604.03,0,271578.5504,7205507.675,2004233.753,526828.9832,1077523.412,1592515.383,1846.791848
March,1973,69.988117,37787.64682,38557.10595,0,262384.3287,299118.3245,3457.65905,57636.99778,37171.10144,1567.210128,12155.76706,3037.930484,145122.9258,1566517.278,1484243.187,0,395621.7891,86802.05029,0,0,123507.2906,25043121.69,313045.0995,0,0,7146636.663,277101.2617,7206209.444,2072892.182,536698.0651,1077523.412,2090109.596,1741.858821
May,1973,66.794225,37870.81798,38557.10595,0,262384.3287,299118.3245,3457.65905,57636.99778,37728.34564,1562.831827,12155.76706,3037.930484,147038.8615,1503593.201,1476296.016,326311.6539,398379.5199,86802.05029,61162.40156,1248950.541,137051.7992,25705742.23,313045.0995,1483681.026,753190.676,7146636.663,277101.2617,7206209.444,2072892.182,536698.0651,1077523.412,2090109.596,1741.858821
August,1973,66.794225,37870.81798,38557.10595,0,262384.3287,299118.3245,3480.422828,57636.99778,37728.34564,1562.831827,13019.27396,3027.384825,147038.8615,1503593.201,1476296.016,326311.6539,398379.5199,88504.0249,61162.40156,1248950.541,137051.7992,25705742.23,313045.0995,1483681.026,753190.676,7146636.663,277101.2617,7206209.444,2072892.182,536698.0651,1077523.412,2090109.596,1741.858821
October,1973,66.794225,37870.81798,38557.10595,0,262384.3287,299118.3245,3480.422828,57636.99778,37728.34564,1562.831827,13019.27396,3027.384825,147038.8615,1503593.201,1476296.016,326311.6539,398379.5199,88504.0249,61162.40156,1248950.541,137051.7992,25705742.23,313045.0995,1483681.026,753190.676,7146636.663,277101.2617,7206209.444,2072892.182,536698.0651,1077523.412,2090109.596,1741.858821
January,1974,66.794225,37870.81798,37537.05006,0,264472.2652,300207.682,3480.422828,57636.99778,37728.34564,1562.831827,13019.27396,3027.384825,147038.8615,1503593.201,1476296.016,326311.6539,398379.5199,88504.0249,61162.40156,1248950.541,137051.7992,25705742.23,313373.7086,1483681.026,753190.676,0,277101.2617,7206209.444,2072892.182,536698.0651,1174009.627,2090109.596,1741.858821
March,1974,66.794225,37870.81798,37537.05006,0,264472.2652,300207.682,3480.422828,56941.06164,37728.34564,1562.831827,13019.27396,3027.384825,147038.8615,1503593.201,1476296.016,0,398379.5199,88504.0249,0,0,137051.7992,25705742.23,313373.7086,0,0,5220289.379,286015.6989,7275003.619,2190656.472,547081.2427,1174009.627,1539907.659,1715.926683
May,1974,64.188429,38192.91463,37537.05006,0,264472.2652,300207.682,3480.422828,56941.06164,38048.39078,1558.505022,13019.27396,3027.384825,148193.8441,1459410.161,1467412.914,328941.2126,400290.8599,88504.0249,61217.59947,1375140.227,151116.1434,25665165.78,313373.7086,1446221.347,542156.3194,5220289.379,286015.6989,7275003.619,2190656.472,547081.2427,1174009.627,1539907.659,1715.926683
August,1974,64.188429,38192.91463,37537.05006,0,264472.2652,300207.682,3505.661241,56941.06164,38048.39078,1558.505022,13900.73512,3047.945384,148193.8441,1459410.161,1467412.914,328941.2126,400290.8599,88952.56028,61217.59947,1375140.227,151116.1434,25665165.78,313373.7086,1446221.347,542156.3194,5220289.379,286015.6989,7275003.619,2190656.472,547081.2427,1174009.627,1539907.659,1715.926683
October,1974,64.188429,38192.91463,37537.05006,0,264472.2652,300207.682,3505.661241,56941.06164,38048.39078,1558.505022,13900.73512,3047.945384,148193.8441,1459410.161,1467412.914,328941.2126,400290.8599,88952.56028,61217.59947,1375140.227,151116.1434,25665165.78,313373.7086,1446221.347,542156.3194,5220289.379,286015.6989,7275003.619,2190656.472,547081.2427,1174009.627,1539907.659,1715.926683
January,1975,64.188429,38192.91463,36578.24837,0,266473.7455,301371.0125,3505.661241,56941.06164,38048.39078,1558.505022,13900.73512,3047.945384,148193.8441,1459410.161,1467412.914,328941.2126,400290.8599,88952.56028,61217.59947,1375140.227,151116.1434,25665165.78,310399.439,1446221.347,542156.3194,0,286015.6989,7275003.619,2190656.472,547081.2427,1245976.017,1539907.659,1715.926683
March,1975,64.188429,38192.91463,36578.24837,0,266473.7455,301371.0125,3505.661241,56932.2909,38048.39078,1558.505022,13900.73512,3047.945384,148193.8441,1459410.161,1467412.914,0,400290.8599,88952.56028,0,0,151116.1434,25665165.78,310399.439,0,0,3742865.607,291709.9389,7268770.096,2372018.883,554716.2765,1245976.017,1357749.689,1806.112862
May,1975,62.6953,38133.3794,36578.24837,0,266473.7455,301371.0125,3505.661241,56932.2909,38309.40766,1554.538907,13900.73512,3047.945384,149380.4069,1396418.871,1461664.3,338630.1355,408171.6801,88952.56028,60427.26631,1487407.427,165087.3968,26001217.97,310399.439,1420900.822,417692.3119,3742865.607,291709.9389,7268770.096,2372018.883,554716.2765,1245976.017,1357749.689,1806.112862
August,1975,62.6953,38133.3794,36578.24837,0,266473.7455,301371.0125,3533.400588,56932.2909,38309.40766,1554.538907,14814.39887,3079.717777,149380.4069,1396418.871,1461664.3,338630.1355,408171.6801,90467.8833,60427.26631,1487407.427,165087.3968,26001217.97,310399.439,1420900.822,417692.3119,3742865.607,291709.9389,7268770.096,2372018.883,554716.2765,1245976.017,1357749.689,1806.112862
October,1975,62.6953,38133.3794,36578.24837,0,266473.7455,301371.0125,3533.400588,56932.2909,38309.40766,1554.538907,14814.39887,3079.717777,149380.4069,1396418.871,1461664.3,338630.1355,408171.6801,90467.8833,60427.26631,1487407.427,165087.3968,26001217.97,310399.439,1420900.822,417692.3119,3742865.607,291709.9389,7268770.096,2372018.883,554716.2765,1245976.017,1357749.689,1806.112862
January,1976,62.6953,38133.3794,35694.84438,0,268409.2173,302575.8261,3533.400588,56932.2909,38309.40766,1554.538907,14814.39887,3079.717777,149380.4069,1396418.871,1461664.3,338630.1355,408171.6801,90467.8833,60427.26631,1487407.427,165087.3968,26001217.97,319752.8629,1420900.822,417692.3119,0,291709.9389,7268770.096,2372018.883,554716.2765,1239154.439,1357749.689,1806.112862
March,1976,62.6953,38133.3794,35694.84438,0,268409.2173,302575.8261,3533.400588,56351.00395,38309.40766,1554.538907,14814.39887,3079.717777,149380.4069,1396418.871,1461664.3,0,408171.6801,90467.8833,0,0,165087.3968,26001217.97,319752.8629,0,0,2742278.163,297623.1873,7293174.148,2525032.599,560710.2821,1239154.439,1930254.974,1739.898342
May,1976,61.272711,39501.98389,35694.84438,0,268409.2173,302575.8261,3533.400588,56351.00395,37904.30384,1553.401519,14814.39887,3079.717777,152907.9188,1362697.195,1462047.47,352190.2505,415182.5295,90467.8833,60808.12981,1600653.772,179842.1566,25761530.84,319752.8629,1420433.205,386166.4236,2742278.163,297623.1873,7293174.148,2525032.599,560710.2821,1239154.439,1930254.974,1739.898342
August,1976,61.272711,39501.98389,35694.84438,0,268409.2173,302575.8261,3572.762412,56351.00395,37904.30384,1553.401519,15719.18289,3133.695776,152907.9188,1362697.195,1462047.47,352190.2505,415182.5295,90441.71291,60808.12981,1600653.772,179842.1566,25761530.84,319752.8629,1420433.205,386166.4236,2742278.163,297623.1873,7293174.148,2525032.599,560710.2821,1239154.439,1930254.974,1739.898342
October,1976,61.272711,39501.98389,35694.84438,0,268409.2173,302575.8261,3572.762412,56351.00395,37904.30384,1553.401519,15719.18289,3133.695776,152907.9188,1362697.195,1462047.47,352190.2505,415182.5295,90441.71291,60808.12981,1600653.772,179842.1566,25761530.84,319752.8629,1420433.205,386166.4236,2742278.163,297623.1873,7293174.148,2525032.599,560710.2821,1239154.439,1930254.974,1739.898342
January,1977,61.272711,39501.98389,34823.45457,0,270249.1762,303261.726,3572.762412,56351.00395,37904.30384,1553.401519,15719.18289,3133.695776,152907.9188,1362697.195,1462047.47,352190.2505,415182.5295,90441.71291,60808.12981,1600653.772,179842.1566,25761530.84,323766.5235,1420433.205,386166.4236,0,297623.1873,7293174.148,2525032.599,560710.2821,1309229.189,1930254.974,1739.898342
March,1977,61.272711,39501.98389,34823.45457,0,270249.1762,303261.726,3572.762412,55369.04644,37904.30384,1553.401519,15719.18289,3133.695776,152907.9188,1362697.195,1462047.47,0,415182.5295,90441.71291,0,0,179842.1566,25761530.84,323766.5235,0,0,2020863.012,304881.7923,7319085.39,2629662.808,568952.2901,1309229.189,2034378.405,1706.782169
May,1977,61.509083,40181.27145,34823.45457,0,270249.1762,303261.726,3572.762412,55369.04644,38438.59724,1551.104206,15719.18289,3133.695776,156393.4375,1373279.756,1461208.325,370410.9253,420911.9393,90441.71291,60954.65725,1690424.794,193496.6126,27750751.62,323766.5235,1408964.996,570972.0383,2020863.012,304881.7923,7319085.39,2629662.808,568952.2901,1309229.189,2034378.405,1706.782169
August,1977,61.509083,40181.27145,34823.45457,0,270249.1762,303261.726,3613.985136,55369.04644,38438.59724,1551.104206,16484.02534,3168.6728,156393.4375,1373279.756,1461208.325,370410.9253,420911.9393,92681.63292,60954.65725,1690424.794,193496.6126,27750751.62,323766.5235,1408964.996,570972.0383,2020863.012,304881.7923,7319085.39,2629662.808,568952.2901,1309229.189,2034378.405,1706.782169
October,1977,61.509083,40181.27145,34823.45457,0,270249.1762,303261.726,3613.985136,55369.04644,38438.59724,1551.104206,16484.02534,3168.6728,156393.4375,1373279.756,1461208.325,370410.9253,420911.9393,92681.63292,60954.65725,1690424.794,193496.6126,27750751.62,323766.5235,1408964.996,570972.0383,2020863.012,304881.7923,7319085.39,2629662.808,568952.2901,1309229.189,2034378.405,1706.782169
January,1978,61.509083,40181.27145,33924.75628,0,271941.362,303951.0479,3613.985136,55369.04644,38438.59724,1551.104206,16484.02534,3168.6728,156393.4375,1373279.756,1461208.325,370410.9253,420911.9393,92681.63292,60954.65725,1690424.794,193496.6126,27750751.62,338368.1637,1408964.996,570972.0383,0,304881.7923,7319085.39,2629662.808,568952.2901,1481994.143,2034378.405,1706.782169
March,1978,61.509083,40181.27145,33924.75628,0,271941.362,303951.0479,3613.985136,54800.89291,38438.59724,1551.104206,16484.02534,3168.6728,156393.4375,1373279.756,1461208.325,0,420911.9393,92681.63292,0,0,193496.6126,27750751.62,338368.1637,0,0,1567074.623,312003.8947,7501863.626,2805151.699,553233.7487,1481994.143,1877554.796,1879.725832
May,1978,61.208035,39881.09096,33924.75628,0,271941.362,303951.0479,3613.985136,54800.89291,40529.96683,1552.063141,16484.02534,3168.6728,160600.6925,1377576.883,1477785.57,395567.6882,404087.9716,92681.63292,60941.1059,1805087.511,204023.5941,26287055.77,338368.1637,1499723.427,510789.2674,1567074.623,312003.8947,7501863.626,2805151.699,553233.7487,1481994.143,1877554.796,1879.725832
August,1978,61.208035,39881.09096,33924.75628,0,271941.362,303951.0479,3657.221197,54800.89291,40529.96683,1552.063141,17084.00757,3181.595074,160600.6925,1377576.883,1477785.57,395567.6882,404087.9716,92851.74178,60941.1059,1805087.511,204023.5941,26287055.77,338368.1637,1499723.427,510789.2674,1567074.623,312003.8947,7501863.626,2805151.699,553233.7487,1481994.143,1877554.796,1879.725832
October,1978,61.208035,39881.09096,33924.75628,0,271941.362,303951.0479,3657.221197,54800.89291,40529.96683,1552.063141,17084.00757,3181.595074,160600.6925,1377576.883,1477785.57,395567.6882,404087.9716,92851.74178,60941.1059,1805087.511,204023.5941,26287055.77,338368.1637,1499723.427,510789.2674,1567074.623,312003.8947,7501863.626,2805151.699,553233.7487,1481994.143,1877554.796,1879.725832
January,1979,61.208035,39881.09096,33054.67253,0,273180.9808,304709.1062,3657.221197,54800.89291,40529.96683,1552.063141,17084.00757,3181.595074,160600.6925,1377576.883,1477785.57,395567.6882,404087.9716,92851.74178,60941.1059,1805087.511,204023.5941,26287055.77,336142.2022,1499723.427,510789.2674,0,312003.8947,7501863.626,2805151.699,553233.7487,1615434.508,1877554.796,1879.725832
March,1979,61.208035,39881.09096,33054.67253,0,273180.9808,304709.1062,3657.221197,54301.99499,40529.96683,1552.063141,17084.00757,3181.595074,160600.6925,1377576.883,1477785.57,0,404087.9716,92851.74178,0,0,204023.5941,26287055.77,336142.2022,0,0,1256235.342,319462.5121,6877870.85,3018353.415,394243.856,1615434.508,2158317.056,1890.561966
May,1979,60.785792,38958.24116,33054.67253,0,273180.9808,304709.1062,3657.221197,54301.99499,42086.95508,1551.839541,17084.00757,3181.595074,164172.9605,1379716.44,1485324.705,424942.4015,336462.5837,92851.74178,61051.82896,1876067.963,209277.2905,23242079.85,336142.2022,1451012.533,445622.6281,1256235.342,319462.5121,6877870.85,3018353.415,394243.856,1615434.508,2158317.056,1890.561966
August,1979,60.785792,38958.24116,33054.67253,0,273180.9808,304709.1062,3711.059478,54301.99499,42086.95508,1551.839541,17493.29653,3183.526704,164172.9605,1379716.44,1485324.705,424942.4015,336462.5837,92633.90872,61051.82896,1876067.963,209277.2905,23242079.85,336142.2022,1451012.533,445622.6281,1256235.342,319462.5121,6877870.85,3018353.415,394243.856,1615434.508,2158317.056,1890.561966
October,1979,60.785792,38958.24116,33054.67253,0,273180.9808,304709.1062,3711.059478,54301.99499,42086.95508,1551.839541,17493.29653,3183.526704,164172.9605,1379716.44,1485324.705,424942.4015,336462.5837,92633.90872,61051.82896,1876067.963,209277.2905,23242079.85,336142.2022,1451012.533,445622.6281,1256235.342,319462.5121,6877870.85,3018353.415,394243.856,1615434.508,2158317.056,1890.561966
January,1980,60.785792,38958.24116,32097.05039,0,274354.3021,305421.6087,3711.059478,54301.99499,42086.95508,1551.839541,17493.29653,3183.526704,164172.9605,1379716.44,1485324.705,424942.4015,336462.5837,92633.90872,61051.82896,1876067.963,209277.2905,23242079.85,341407.7528,1451012.533,445622.6281,0,319462.5121,6877870.85,3018353.415,394243.856,1606904.361,2158317.056,1890.561966
March,1980,60.785792,38958.24116,32097.05039,0,274354.3021,305421.6087,3711.059478,53758.56116,42086.95508,1551.839541,17493.29653,3183.526704,164172.9605,1379716.44,1485324.705,0,336462.5837,92633.90872,0,0,209277.2905,23242079.85,341407.7528,0,0,981861.523,324024.8705,6004079.62,3061779.086,322476.4351,1606904.361,2244691.905,1777.262345
May,1980,60.479172,38758.66695,32097.05039,0,274354.3021,305421.6087,3711.059478,53758.56116,41857.54878,1553.588144,17493.29653,3183.526704,168649.8342,1386454.629,1472220.24,453551.765,285902.5615,92633.90872,61212.43867,1939047.238,216069.6527,22447364.2,341407.7528,1441863.59,365050.1236,981861.523,324024.8705,6004079.62,3061779.086,322476.4351,1606904.361,2244691.905,1777.262345
August,1980,60.479172,38758.66695,32097.05039,0,274354.3021,305421.6087,3766.232161,53758.56116,41857.54878,1553.588144,17807.01828,3180.666038,168649.8342,1386454.629,1472220.24,453551.765,285902.5615,92703.67242,61212.43867,1939047.238,216069.6527,22447364.2,341407.7528,1441863.59,365050.1236,981861.523,324024.8705,6004079.62,3061779.086,322476.4351,1606904.361,2244691.905,1777.262345
October,1980,60.479172,38758.66695,32097.05039,0,274354.3021,305421.6087,3766.232161,53758.56116,41857.54878,1553.588144,17807.01828,3180.666038,168649.8342,1386454.629,1472220.24,453551.765,285902.5615,92703.67242,61212.43867,1939047.238,216069.6527,22447364.2,341407.7528,1441863.59,365050.1236,981861.523,324024.8705,6004079.62,3061779.086,322476.4351,1606904.361,2244691.905,1777.262345
